elements_number,y_component_number,vector_length,temporary_size,vector_recompute,load_overlap,threads_number,lws_y,time_per_pixel
20,5,1,4,true,false,1024,1,1.986038433520875e-10
9,3,1,2,true,true,128,32,8.482058920863342e-10
6,3,1,4,true,false,1024,2,1.6517925262135176e-10
2,2,1,4,true,false,1024,128,5.174726240408788e-10
15,5,16,2,true,true,64,64,9.18280766033047e-09
12,3,4,4,true,true,1024,64,2.762444055055592e-10
16,4,2,4,true,true,128,32,6.630489719483332e-10
5,5,16,2,true,false,512,512,3.569153573526644e-08
16,4,8,4,true,true,512,1,2.8737599355220406e-10
12,3,8,2,true,false,64,2,2.528592776944321e-10
24,6,8,2,true,true,1024,512,2.6766514505652757e-09
20,5,2,4,true,true,128,2,1.504800613722657e-10
18,6,16,2,true,false,32,4,1.1751743396582452e-09
4,4,4,2,true,false,1024,1024,1.3743294520947977e-08
8,4,4,2,true,true,64,32,2.5525264087653225e-09
9,3,1,2,true,false,512,128,8.925406156616287e-10
5,5,16,2,true,true,512,128,7.437828608757971e-09
5,5,1,2,true,true,1024,16,1.2900809138459123e-10
10,5,2,2,true,true,512,256,1.6100262650842044e-09
5,5,4,2,true,true,1024,1024,1.4316655489897133e-08
6,3,16,2,true,true,128,1,6.788972557420622e-10
9,3,8,2,true,false,32,32,5.2345211599170905e-09
20,5,16,2,true,true,32,16,2.9314715507118796e-09
15,5,1,4,true,false,256,64,7.653827156481652e-10
10,5,1,4,true,false,256,64,7.457120667366075e-10
12,4,8,4,true,false,32,1,3.4958366050400576e-10
24,6,8,2,true,false,128,1,2.14201700585015e-10
12,6,4,2,true,false,256,8,2.296793465811866e-10
6,6,8,4,true,false,512,512,2.2297919284677523e-08
10,5,2,2,true,true,1024,32,1.6159402445349133e-10
8,2,1,2,true,false,64,16,8.509716385467009e-10
5,5,8,2,true,true,32,1,8.576213538770839e-10
6,6,4,2,true,false,512,128,2.7117765542178895e-09
20,5,4,2,true,false,128,8,2.0585320657902433e-10
10,5,8,2,true,true,256,4,3.6513678373853865e-10
8,2,8,4,true,true,512,128,1.2699613877538992e-09
15,5,1,4,true,false,1024,4,2.0612479338306802e-10
18,6,1,2,true,true,256,32,4.0772913865611713e-10
15,5,4,4,true,true,512,512,3.747469102176731e-09
6,3,16,2,true,true,256,8,6.76894283304524e-10
6,3,8,4,true,true,256,128,4.23793686013366e-09
6,6,2,4,true,false,512,32,4.2428922522655045e-10
4,4,8,2,true,true,1024,128,2.2738988979911206e-09
8,4,4,2,true,true,128,32,1.2855994747469113e-09
6,3,2,2,true,true,256,256,3.3137758920924665e-09
15,5,4,4,true,false,256,4,2.0032465872644847e-10
8,2,8,4,true,true,128,128,4.598068399169816e-09
2,1,4,2,true,false,1024,256,2.3610428265770215e-09
12,4,1,2,true,false,512,64,4.492034606074385e-10
8,4,16,4,true,true,128,32,3.21531854056302e-09
6,3,1,4,true,true,256,2,1.6020392421018415e-10
6,6,1,2,true,true,1024,256,9.075417991607713e-10
16,4,4,2,true,false,256,4,1.5908312652924617e-10
8,4,1,2,true,true,1024,512,1.870473563760502e-09
15,5,4,4,true,true,256,4,1.983568623048327e-10
10,5,4,4,true,true,1024,256,1.579443522973236e-09
16,4,4,4,true,true,128,64,1.2976164386130222e-09
8,2,16,4,true,false,512,8,5.488685841324063e-10
16,4,16,2,true,true,64,16,1.6740949025096594e-09
12,6,2,4,true,false,1024,1024,4.294866241582396e-09
4,4,8,2,true,false,1024,64,1.2130444849447917e-09
12,6,4,2,true,false,64,4,3.637208334171528e-10
3,1,1,2,true,false,1024,64,4.839805952295442e-10
9,3,4,4,true,false,256,4,2.294777508586177e-10
18,6,8,4,true,false,128,1,2.75475597838205e-10
15,5,16,2,true,false,64,8,1.1834242050826617e-09
12,6,1,2,true,true,1024,4,1.463090764337847e-10
18,6,4,2,true,false,128,4,1.847245414409845e-10
12,6,4,4,true,true,1024,4,2.606093908102418e-10
8,2,4,2,true,false,128,16,4.590224284876786e-10
15,5,1,2,true,true,64,32,1.4372589818958838e-09
5,5,8,4,true,false,512,256,8.763410272423046e-09
6,6,2,4,true,false,1024,16,2.8720847007468096e-10
18,6,4,2,true,true,64,32,1.6526315900633268e-09
12,3,2,4,true,false,1024,1,2.3548354275490776e-10
18,6,1,4,true,false,512,256,1.6576854653230019e-09
8,4,2,2,true,false,256,4,1.4679760820688978e-10
8,4,1,2,true,false,512,1,1.5815539299407578e-10
3,1,16,2,true,true,1024,64,1.3875651108774835e-09
15,5,2,4,true,true,32,2,3.051239223796606e-10
4,1,2,4,true,false,1024,512,2.3491716565747146e-09
10,5,16,2,true,false,64,64,1.3755681410096611e-08
10,5,4,4,true,false,128,4,2.430034615887011e-10
6,3,4,4,true,true,1024,256,1.6409223873256947e-09
8,2,2,2,true,false,128,4,2.0930876988468957e-10
12,4,1,2,true,true,32,32,2.8464843378197655e-09
20,5,4,2,true,true,1024,32,1.9614751866030914e-10
12,3,2,4,true,false,512,16,1.8600280287571495e-10
6,3,8,4,true,false,128,8,6.480180848178231e-10
6,6,8,2,true,false,256,128,8.031539587698363e-09
8,4,8,2,true,true,256,4,3.700891663824113e-10
16,4,16,4,true,true,64,1,4.307037563158743e-10
10,5,4,2,true,true,64,64,5.380898901562658e-09
20,5,4,4,true,true,1024,64,2.4602318157837145e-10
6,3,8,4,true,true,128,32,2.0751529706921256e-09
6,2,8,2,true,true,64,64,6.285536413420995e-09
24,6,4,4,true,true,256,128,1.3388417063325391e-09
6,2,2,4,true,true,1024,8,3.199212136133505e-10
16,4,4,4,true,false,1024,256,8.060947839405036e-10
6,3,4,2,true,false,1024,32,3.186581658960242e-10
2,1,8,4,true,false,1024,8,7.961470031469216e-10
18,6,2,2,true,false,1024,512,2.2587450788104546e-09
12,3,2,4,true,false,128,16,3.9488432103131627e-10
6,6,2,2,true,false,512,16,2.486874271592046e-10
8,4,1,2,true,true,128,16,4.015225159943092e-10
20,5,8,2,true,false,128,128,4.020029094618087e-09
9,3,16,4,true,true,128,16,1.290199702618185e-09
15,5,2,2,true,false,32,16,1.5799890496096363e-09
3,1,2,2,true,true,1024,32,3.8112779605794054e-10
15,5,4,2,true,false,128,1,1.9013266004169844e-10
4,2,8,2,true,false,1024,32,5.301974761378679e-10
20,5,1,4,true,false,1024,32,1.8894517948650182e-10
6,2,1,4,true,true,1024,32,2.392657507262031e-10
8,2,2,2,true,false,128,32,8.40207614697187e-10
8,4,16,4,true,true,256,2,9.031877424159487e-10
16,4,8,2,true,false,128,32,1.0000825069663928e-09
12,3,2,2,true,false,512,256,1.4864910392408159e-09
10,5,2,2,true,true,32,16,1.3575712368004977e-09
12,6,16,4,true,true,32,8,2.9188874708036222e-09
6,2,16,4,true,false,512,8,6.514268239232438e-10
12,3,8,4,true,true,64,16,1.0899518309841605e-09
6,3,2,2,true,false,256,256,3.3166659757494234e-09
12,4,16,4,true,false,64,4,7.599013586027165e-10
12,6,8,2,true,false,64,64,7.966781427129307e-09
24,6,2,2,true,false,32,1,1.6378592883138286e-10
8,2,16,4,true,true,64,2,4.898302176833254e-10
8,2,1,4,true,false,128,32,8.416281727733602e-10
4,1,1,4,true,true,1024,1,3.375519897255717e-10
12,6,4,4,true,false,256,8,2.3336773475727066e-10
6,3,1,2,true,true,1024,8,1.5509503735176898e-10
20,5,1,2,true,true,1024,16,1.879250549091371e-10
12,6,2,2,true,false,1024,1024,4.261981507035592e-09
8,4,2,2,true,false,32,1,1.993391928206172e-10
6,2,2,4,true,false,512,128,1.1297710070337556e-09
10,5,4,2,true,true,32,4,6.59318338182932e-10
15,5,2,2,true,true,512,256,1.8820554411286164e-09
20,5,16,2,true,true,512,128,1.939170427706849e-09
10,5,4,4,true,false,256,4,2.4138086800957276e-10
6,2,16,2,true,true,32,1,7.486213808589035e-10
18,6,2,4,true,true,256,1,1.8225752060955479e-10
18,6,1,4,true,false,256,8,1.6655012635111192e-10
10,5,2,2,true,false,128,16,3.807693347130679e-10
6,2,16,4,true,false,256,4,6.362219578650637e-10
12,3,2,2,true,false,512,2,1.86431209103913e-10
18,6,8,2,true,false,64,2,2.756001084725366e-10
6,6,4,2,true,true,128,8,6.693287243613599e-10
6,3,4,2,true,false,512,2,2.871575559414225e-10
18,6,4,4,true,true,1024,2,2.3345898127073103e-10
6,2,1,2,true,true,64,16,9.999233717605269e-10
18,6,1,2,true,false,128,128,2.991380394832822e-09
8,4,4,2,true,false,64,16,1.2984419111562622e-09
4,2,4,4,true,false,1024,32,3.548089944011349e-10
20,5,4,4,true,false,32,4,3.4691776222161695e-10
20,5,8,2,true,false,128,1,2.201769698396978e-10
10,5,2,4,true,false,64,32,1.411220187342724e-09
12,3,1,4,true,true,256,16,2.3583213043828447e-10
24,6,1,4,true,true,256,16,1.9902114289211341e-10
24,6,2,4,true,false,1024,128,4.0629088474657457e-10
8,4,2,4,true,true,256,256,3.164151692646992e-09
2,1,8,2,true,false,1024,128,1.921709304999497e-09
10,5,2,4,true,true,512,32,2.269232728703859e-10
18,6,8,4,true,true,256,8,2.8936088281575596e-10
15,5,1,2,true,true,1024,512,1.9050564596915286e-09
15,5,16,2,true,true,128,1,6.219708507246931e-10
9,3,1,4,true,false,128,8,2.90537549883489e-10
5,5,1,4,true,false,32,32,2.7207611348178046e-09
24,6,2,4,true,false,128,32,6.260934777651741e-10
8,4,16,4,true,true,512,1,1.0100653750601983e-09
9,3,4,2,true,false,256,32,5.378842212942472e-10
24,6,8,2,true,true,512,32,3.408782257986209e-10
6,2,1,4,true,true,512,512,3.767948181398247e-09
8,2,2,2,true,true,512,8,2.085610158564601e-10
12,4,1,4,true,false,1024,1024,3.9815927581810484e-09
9,3,4,4,true,true,64,8,5.434338069499214e-10
8,4,2,4,true,true,64,16,7.561412947605351e-10
6,6,8,2,true,true,256,16,1.0211835851796278e-09
8,2,1,2,true,true,128,2,2.0800684543794682e-10
18,6,4,2,true,false,128,128,3.465709306821195e-09
12,3,4,2,true,true,1024,64,2.763044878792255e-10
24,6,8,4,true,false,64,1,2.1287749087971033e-10
3,1,8,2,true,false,1024,256,2.411922694268069e-09
6,3,8,4,true,false,128,16,1.1174314626987824e-09
8,4,2,4,true,true,32,16,1.439539808647162e-09
2,1,2,2,true,false,1024,32,2.5340640391322526e-10
20,5,1,4,true,false,64,32,1.2549541776956019e-09
8,2,4,2,true,true,1024,128,4.841375079028689e-10
10,5,1,2,true,true,1024,1,1.7154457867881833e-10
6,6,8,2,true,false,512,2,9.420062800833956e-10
8,2,8,4,true,true,64,16,1.26653373644097e-09
6,6,4,4,true,false,64,1,4.3977582650530666e-10
12,4,2,4,true,true,1024,32,2.4676316132910347e-10
9,3,4,2,true,true,128,64,1.827037652443656e-09
15,5,16,4,true,true,64,8,1.1643558938214737e-09
8,2,2,2,true,false,128,8,2.777241092247781e-10
16,4,2,4,true,false,128,8,2.179451103535309e-10
6,3,4,4,true,true,128,8,4.378696079615782e-10
18,6,1,2,true,false,512,8,1.7094143367297111e-10
24,6,1,4,true,false,32,2,2.117529450064922e-10
16,4,2,4,true,false,32,2,2.2627640770855347e-10
9,3,16,2,true,false,256,128,4.735123046178482e-09
9,3,1,2,true,true,256,32,4.795269451941367e-10
5,5,2,2,true,true,128,128,6.02779218624317e-09
24,6,2,4,true,false,1024,1,1.9119720398207446e-10
6,2,4,4,true,true,1024,16,3.284098190192477e-10
6,2,8,4,true,true,256,256,6.17891041909625e-09
15,5,2,2,true,true,1024,8,2.3723102205373593e-10
2,1,4,2,true,true,1024,16,4.3784401376542457e-10
5,5,16,4,true,false,32,2,1.9736452219876694e-09
18,6,1,2,true,true,256,1,1.6857203566531637e-10
8,4,16,4,true,true,512,512,1.725465822631201e-08
6,6,8,2,true,true,64,1,7.499292494042001e-10
2,2,4,2,true,true,1024,256,3.470363521494104e-09
8,2,4,4,true,false,1024,1024,3.5976126006872386e-09
18,6,8,2,true,true,128,2,2.7981368393838964e-10
6,3,16,2,true,true,256,2,6.822153989034479e-10
12,3,1,4,true,false,64,1,1.745093870374812e-10
8,4,1,4,true,true,1024,4,1.6631698667805567e-10
9,3,8,4,true,false,128,16,7.853368029299679e-10
6,6,16,4,true,false,128,64,1.3095096185787685e-08
20,5,4,2,true,true,512,4,1.5713415592285915e-10
12,3,8,2,true,true,512,512,4.6542554929180736e-09
6,2,2,2,true,false,512,512,4.302309801958348e-09
6,6,4,2,true,true,512,512,1.1581282135433777e-08
12,3,8,2,true,false,256,256,4.293282354178039e-09
18,6,2,4,true,false,64,16,8.317036635006877e-10
12,3,1,2,true,false,512,64,4.0520967787911047e-10
8,2,4,2,true,true,256,1,2.1132640807356355e-10
16,4,8,4,true,true,1024,512,2.5575350574301005e-09
6,3,1,4,true,true,512,64,4.4815315941953036e-10
8,4,8,4,true,true,1024,512,5.02160645840974e-09
8,4,16,4,true,true,64,4,1.0415882635855879e-09
8,2,2,2,true,true,1024,64,3.1004351297373366e-10
18,6,4,4,true,true,256,128,1.7766670051616673e-09
6,6,8,2,true,true,256,8,6.079712898257053e-10
16,4,4,2,true,true,32,4,3.636026262100143e-10
4,2,4,2,true,true,1024,16,3.661175257870036e-10
12,4,2,2,true,false,32,1,2.422087522704966e-10
6,2,8,2,true,false,1024,128,9.802978996681423e-10
6,3,1,2,true,true,256,1,1.6474698783578704e-10
12,3,4,2,true,false,1024,512,1.7602956267181808e-09
12,6,4,2,true,false,1024,2,2.652350462480638e-10
15,5,2,2,true,false,1024,2,2.3611857731681246e-10
20,5,1,2,true,true,256,8,1.5214495772035222e-10
6,3,1,2,true,false,1024,2,1.641219349360736e-10
6,3,2,2,true,false,32,4,4.405098502545651e-10
12,3,1,4,true,true,256,2,1.7641060298769536e-10
6,6,8,4,true,false,128,4,6.04691700067681e-10
20,5,16,4,true,false,32,32,6.022304263029694e-09
12,3,1,4,true,false,512,128,7.684187196679656e-10
4,4,1,2,true,true,1024,256,8.752517002893264e-10
6,6,1,4,true,true,32,2,2.4123521478759664e-10
12,4,2,2,true,false,64,4,3.011738080690938e-10
15,5,2,4,true,false,64,1,2.0035039995465942e-10
5,5,16,4,true,true,32,1,1.3408344307330432e-09
8,4,4,4,true,false,64,4,4.013118861707923e-10
24,6,4,2,true,true,512,4,1.4919594943542624e-10
8,4,8,2,true,false,128,8,6.029885894644859e-10
15,5,1,2,true,false,64,4,2.5364981946620135e-10
4,2,4,2,true,false,1024,128,9.300504620592701e-10
12,4,8,4,true,true,256,256,5.5367521821337845e-09
6,2,8,4,true,true,32,32,6.088600281593783e-09
6,2,1,4,true,false,256,32,5.547754386836961e-10
9,3,4,4,true,true,32,4,5.515176804329567e-10
12,4,8,2,true,false,512,32,4.630531117633233e-10
8,2,1,2,true,true,64,64,3.2178142773109923e-09
8,4,4,2,true,true,64,4,3.976901834180041e-10
5,5,8,4,true,true,64,2,6.236155976422255e-10
16,4,8,4,true,false,256,8,2.4336283653617577e-10
9,3,1,4,true,true,1024,128,5.484057454591733e-10
15,5,2,2,true,false,1024,1024,4.781205921355263e-09
8,4,2,4,true,false,512,32,2.368046687711566e-10
12,6,4,2,true,false,64,8,6.296670777281985e-10
9,3,8,2,true,true,512,4,3.3237281696241196e-10
24,6,1,4,true,false,1024,4,1.826263926694487e-10
10,5,8,2,true,true,1024,1,4.5789413520686797e-10
12,3,1,2,true,false,64,4,2.375006528603916e-10
3,3,2,4,true,true,1024,1024,7.2303814030206056e-09
24,6,8,4,true,false,32,2,3.2189596884268104e-10
12,6,8,2,true,true,32,16,3.3613087579019946e-09
4,1,1,4,true,true,1024,128,6.569302458268825e-10
20,5,1,4,true,true,1024,128,4.0416407751267556e-10
15,5,1,4,true,false,128,128,3.0422880168284246e-09
6,3,16,4,true,false,128,8,1.0828656187532944e-09
4,1,2,2,true,false,1024,1,3.3946950226830405e-10
6,6,1,4,true,false,512,32,2.0939064736010647e-10
12,6,1,4,true,true,256,128,1.5048107717740958e-09
6,6,1,4,true,true,1024,16,1.2201427338798737e-10
4,2,4,2,true,false,1024,1024,7.136345622931832e-09
18,6,2,4,true,false,128,32,8.304908086495078e-10
12,6,8,4,true,false,512,8,4.798928339944889e-10
12,6,8,2,true,true,1024,128,1.219755437131859e-09
12,3,16,4,true,true,128,8,6.139555539005622e-10
18,6,8,4,true,true,512,128,1.5810263727344379e-09
12,4,4,4,true,true,128,8,3.019409377097675e-10
18,6,1,4,true,false,256,128,1.5287938302268393e-09
12,4,16,4,true,true,128,64,4.447358290575507e-09
6,3,2,4,true,false,64,1,1.700055747308593e-10
12,3,4,4,true,false,256,64,7.286566493007966e-10
9,3,2,4,true,false,512,128,1.0137004875718957e-09
12,3,16,4,true,true,32,8,1.8134226110924181e-09
4,4,8,2,true,false,1024,256,4.6908344774870684e-09
8,2,1,2,true,false,1024,1,2.767443040505179e-10
15,5,4,4,true,false,256,32,4.743877526933738e-10
4,4,1,2,true,false,1024,8,1.2974161278639894e-10
20,5,2,2,true,false,512,64,3.694553441825507e-10
15,5,1,2,true,true,512,2,1.7306533733027507e-10
5,5,4,4,true,true,32,4,1.2678911231439587e-09
2,2,1,4,true,true,1024,64,2.874795759588426e-10
16,4,2,4,true,false,128,32,6.627781112065706e-10
6,3,1,2,true,false,1024,32,1.615063286773491e-10
20,5,1,4,true,true,1024,512,1.6835545737614722e-09
2,1,16,2,true,false,1024,8,1.3197975458834674e-09
16,4,2,2,true,true,1024,512,1.6405558837814597e-09
15,5,1,4,true,false,256,128,1.5319116909171173e-09
18,6,2,2,true,false,256,4,1.9109131377967481e-10
24,6,16,2,true,false,64,32,3.160722278353399e-09
12,4,2,2,true,false,64,32,1.7211704031533584e-09
2,2,4,2,true,true,1024,16,6.821791591462791e-10
6,2,16,4,true,true,256,2,6.021013283956204e-10
18,6,2,4,true,false,1024,8,2.2190967444915175e-10
16,4,2,4,true,true,32,1,1.7882739107677034e-10
12,6,16,4,true,false,256,2,8.057681563356206e-10
5,5,8,2,true,false,512,4,6.806586224189438e-10
6,6,2,4,true,true,1024,16,2.855994947811501e-10
10,5,4,4,true,true,128,4,2.446765604221241e-10
4,2,8,4,true,true,1024,512,5.314817540447093e-09
12,6,4,4,true,true,256,64,1.2936385639211044e-09
6,2,8,4,true,true,32,16,3.1244396653563698e-09
16,4,1,4,true,false,1024,1024,3.5113876823131773e-09
15,5,1,2,true,true,256,2,1.7626221367664012e-10
8,4,1,4,true,true,256,4,1.5054489088151885e-10
12,3,2,2,true,false,256,2,1.7464278443012945e-10
12,3,2,4,true,false,32,8,7.261494627816147e-10
20,5,2,2,true,true,512,128,7.176471578004102e-10
20,5,2,2,true,false,64,64,2.715429354062488e-09
20,5,8,2,true,true,32,2,3.4301067486357734e-10
2,2,4,2,true,false,1024,8,7.354106708821183e-10
8,2,4,2,true,false,256,2,2.0541203483498934e-10
6,2,4,4,true,true,512,32,3.8179843965982843e-10
6,6,4,2,true,true,128,128,1.0333301742346961e-08
12,3,16,4,true,true,256,128,3.601112946949394e-09
24,6,8,2,true,true,512,128,1.1222619059512047e-09
4,1,8,4,true,false,1024,2,5.82692864731514e-10
12,4,1,4,true,false,64,8,4.427101407044618e-10
18,6,8,2,true,false,128,1,2.771967671282004e-10
6,3,2,4,true,false,128,16,4.387585774165804e-10
6,2,2,2,true,true,64,32,2.1496406435735133e-09
12,6,4,2,true,false,512,8,2.3140538117959101e-10
12,6,1,2,true,true,1024,8,1.4919460761540798e-10
9,3,2,2,true,false,64,4,3.270361526362228e-10
4,2,4,4,true,false,1024,1,4.103789946178761e-10
12,6,4,4,true,false,512,128,1.3977078320703636e-09
9,3,8,2,true,true,512,2,3.325186146916447e-10
12,4,1,4,true,true,256,16,2.667196318045257e-10
24,6,2,2,true,false,1024,1024,3.726666964565428e-09
12,3,2,2,true,true,1024,256,8.33759740141201e-10
10,5,1,4,true,false,256,8,1.4281490083203578e-10
5,5,4,2,true,false,64,1,4.561351671654638e-10
20,5,16,2,true,true,32,4,9.534329125830801e-10
12,6,4,2,true,true,32,1,3.058619242080753e-10
24,6,4,4,true,false,512,1,1.713784663374319e-10
12,4,1,2,true,false,32,4,4.472743911682661e-10
6,2,2,2,true,true,128,8,3.777250461246611e-10
10,5,2,2,true,false,1024,256,9.052715578491855e-10
12,6,4,2,true,false,1024,128,7.912102264344193e-10
6,2,8,4,true,false,1024,512,3.5868896676939766e-09
6,6,2,4,true,false,128,8,3.9719374274672924e-10
15,5,1,4,true,false,1024,8,2.1042344611748316e-10
6,3,1,2,true,true,64,64,3.2575433681129523e-09
6,3,1,4,true,true,512,256,1.7137521372701909e-09
6,6,8,2,true,true,32,16,6.634868849428241e-09
4,4,8,4,true,true,1024,16,7.576503810715803e-10
16,4,8,2,true,true,1024,128,6.391483225898995e-10
12,4,8,2,true,false,64,64,5.435799179410274e-09
12,3,4,2,true,false,512,32,2.4339497728433796e-10
16,4,16,4,true,false,64,8,9.53117794737477e-10
12,6,2,2,true,true,512,128,7.978647050842208e-10
18,6,8,2,true,true,1024,8,3.186854105082431e-10
20,5,8,2,true,true,128,4,2.2345688565635008e-10
6,3,2,2,true,true,256,8,1.6704170651741969e-10
6,2,2,4,true,false,256,16,3.8137818134844966e-10
6,3,4,4,true,true,1024,512,3.450756575546632e-09
9,3,4,2,true,true,32,4,5.511728643272036e-10
15,5,16,4,true,false,256,4,6.152483268586281e-10
12,3,2,2,true,false,1024,8,2.1108886637802694e-10
4,4,2,4,true,true,1024,8,3.2712043739641986e-10
12,4,4,4,true,false,64,32,1.7234478296642347e-09
6,6,1,2,true,false,64,1,1.2734724101136617e-10
12,4,16,4,true,true,64,2,5.464637542321241e-10
20,5,1,2,true,true,1024,512,1.6807168372557762e-09
10,5,2,4,true,false,32,2,2.4175548928101613e-10
9,3,16,4,true,true,512,4,5.701663576583852e-10
12,6,2,2,true,true,512,1,1.423718914857914e-10
24,6,8,2,true,true,64,16,9.556829465187997e-10
9,3,8,4,true,false,32,2,5.109815079986766e-10
6,6,2,2,true,false,128,1,2.511948742763636e-10
12,4,2,4,true,true,512,256,1.896704859901531e-09
6,6,1,2,true,true,1024,32,1.3060160796389953e-10
18,6,16,4,true,false,64,16,2.0631632242097016e-09
6,3,4,2,true,true,512,32,4.3940187038102235e-10
9,3,4,4,true,false,1024,4,2.735769732209182e-10
24,6,8,2,true,true,128,32,9.723476880343764e-10
20,5,8,2,true,false,64,64,4.0914021235229205e-09
6,3,1,2,true,false,128,16,4.3695509521491887e-10
9,3,8,4,true,true,512,16,3.3102778030302e-10
18,6,8,2,true,false,512,256,3.4478504809175057e-09
15,5,2,4,true,false,1024,8,2.3637302634182857e-10
20,5,16,2,true,true,32,8,1.6213483311114307e-09
10,5,16,4,true,true,256,1,8.528830403968252e-10
20,5,4,2,true,true,512,256,1.433393909369831e-09
5,5,1,2,true,false,512,128,8.075328034214789e-10
12,6,2,4,true,false,1024,16,1.4924580874509724e-10
16,4,16,2,true,false,512,256,4.03491542575123e-09
16,4,4,4,true,false,256,128,1.3575375574105059e-09
6,3,4,2,true,true,1024,128,8.748798238346756e-10
6,6,4,2,true,true,512,32,7.139325270519964e-10
6,6,8,4,true,false,256,64,3.963219129235071e-09
12,3,4,4,true,false,128,4,1.7618138958370517e-10
8,2,16,2,true,false,32,2,7.411780446901549e-10
5,5,4,4,true,false,1024,16,4.916815628043786e-10
10,5,2,4,true,false,128,64,1.4473938258749822e-09
12,4,16,2,true,true,512,64,1.3610187260119987e-09
8,2,8,4,true,true,128,1,3.029673398111229e-10
12,4,1,4,true,true,1024,32,2.1935282295244384e-10
9,3,8,4,true,true,256,1,3.2079085227478913e-10
16,4,8,4,true,true,64,8,5.545293236159512e-10
24,6,1,2,true,true,64,64,2.6381499452413065e-09
12,4,4,2,true,true,512,1,2.1113723581645094e-10
6,6,4,4,true,true,64,32,4.844417014655664e-09
10,5,4,2,true,true,512,64,7.04106221151779e-10
12,3,16,4,true,false,256,32,1.0102920169784163e-09
12,4,16,4,true,true,128,32,2.194477752994037e-09
24,6,4,4,true,true,256,4,1.450970217262407e-10
6,2,8,2,true,true,32,8,1.6573530140022229e-09
18,6,4,2,true,true,128,32,8.302724231863333e-10
16,4,4,4,true,true,128,1,1.5994558661711722e-10
10,5,1,2,true,true,128,16,3.8476557285634923e-10
20,5,8,2,true,false,64,32,1.892018284960106e-09
6,3,4,4,true,false,1024,8,3.0941391223661016e-10
24,6,4,4,true,false,1024,2,1.9574344005980967e-10
15,5,4,4,true,false,1024,4,2.360512865815225e-10
6,3,2,4,true,true,32,1,2.2156039167596942e-10
12,4,8,4,true,true,1024,1,3.8045463010064034e-10
18,6,4,4,true,false,1024,64,3.5008818243916593e-10
12,6,8,4,true,true,128,1,3.512774669227039e-10
12,3,2,4,true,true,1024,512,1.7697873849017981e-09
18,6,2,4,true,false,1024,1024,4.942819843791801e-09
6,2,2,2,true,true,512,64,6.288077952962559e-10
15,5,1,2,true,false,1024,512,1.906990135372791e-09
18,6,4,2,true,false,1024,16,2.233586101640531e-10
6,6,2,2,true,false,512,32,4.180453680155873e-10
10,5,4,2,true,true,256,8,2.4437884798415385e-10
6,6,8,4,true,false,128,2,6.194447249127565e-10
8,4,16,4,true,true,512,32,1.1859252509292617e-09
5,5,2,4,true,false,512,1,2.573833947626555e-10
12,3,2,4,true,true,128,16,3.9354386902694794e-10
12,4,16,2,true,true,128,4,5.487317324190536e-10
1,1,8,2,true,true,1024,2,1.5777854217653776e-09
2,1,4,4,true,true,1024,16,4.355736135133822e-10
2,2,8,2,true,false,1024,64,1.4987445100779681e-09
24,6,16,2,true,true,512,128,2.0327214657100897e-09
8,2,8,2,true,true,256,1,3.168020797746853e-10
12,4,4,4,true,true,128,32,8.841286451721969e-10
6,3,16,4,true,true,128,64,6.762381534065668e-09
4,4,8,2,true,false,1024,16,7.601130537587291e-10
6,6,8,2,true,true,32,1,8.106401654732875e-10
6,6,4,2,true,false,512,512,1.1547526470292675e-08
12,4,2,4,true,true,1024,2,2.562572808601361e-10
15,5,16,4,true,false,32,32,7.99988754226138e-09
9,3,2,2,true,false,128,8,3.2282619547651974e-10
12,3,8,4,true,true,32,1,3.05587057653178e-10
8,2,8,2,true,false,32,32,4.568394541723604e-09
4,1,1,4,true,true,1024,1024,4.600285932186753e-09
2,1,2,2,true,true,1024,256,1.4006164798825032e-09
6,2,4,2,true,false,64,2,2.641518719613704e-10
9,3,8,2,true,true,1024,1024,7.169276795011508e-09
15,5,16,2,true,false,32,4,1.208929088525483e-09
6,3,8,2,true,false,32,2,6.875092691707048e-10
6,2,8,2,true,false,1024,2,4.715831791656004e-10
12,4,4,2,true,false,1024,1,2.6578638311379307e-10
20,5,1,2,true,false,128,1,1.4898553886415043e-10
10,5,1,2,true,false,32,32,2.717971725542802e-09
15,5,2,4,true,false,128,2,1.9571599352078932e-10
16,4,4,2,true,false,64,32,1.3081063429875613e-09
10,5,1,2,true,false,1024,128,4.5935002899889556e-10
20,5,2,4,true,true,512,128,7.219298976752953e-10
4,4,2,4,true,true,1024,256,1.7747654362517094e-09
8,4,16,2,true,false,128,16,1.7034527166192918e-09
16,4,16,4,true,false,64,64,6.802585860672696e-09
6,3,16,4,true,true,32,16,6.5802441610581004e-09
8,2,1,4,true,true,256,16,2.782159882559564e-10
5,5,4,4,true,true,64,1,4.687881546374782e-10
12,4,4,2,true,false,1024,512,2.1407679869956707e-09
3,3,8,4,true,true,1024,1024,2.1405134652875435e-08
18,6,1,2,true,false,256,256,3.1335293627878366e-09
5,5,1,4,true,true,256,4,1.2647220607623273e-10
16,4,8,2,true,false,256,32,5.623945006722622e-10
12,4,8,4,true,true,1024,2,3.659197343332047e-10
6,2,2,2,true,false,512,128,1.1382422934214854e-09
6,3,4,4,true,false,128,8,4.428842133534551e-10
6,6,4,2,true,true,256,4,4.0991689026734014e-10
9,3,16,2,true,false,32,16,4.420718497480633e-09
