"elements_number","y_component_number","vector_length","temporary_size","vector_recompute","load_overlap","threads_number","lws_y","time_per_pixel","point_number","method","slowdown"
4,4,1,2,"true","false",128,2,1.27175815907958e-10,123,"LHS",1.09162552446223
12,6,2,4,"true","true",512,8,1.36501235016115e-10,109,"LHS",1.17167113260002
5,5,1,2,"true","false",512,4,1.17865496298058e-10,102,"LHS",1.01170952428163
10,5,2,4,"true","true",256,2,1.48812663202805e-10,95,"LHS",1.2773474292703
12,6,2,4,"true","true",64,2,1.37227036791841e-10,105,"LHS",1.17790112010532
10,5,1,4,"true","true",128,1,1.44002598602633e-10,92,"LHS",1.23605978936509
3,3,1,2,"true","false",512,4,1.36227302720955e-10,94,"LHS",1.16931980909377
24,6,2,2,"true","false",64,2,1.4340448812728e-10,100,"LHS",1.23092585209343
6,6,1,2,"true","false",256,2,1.19243458186372e-10,105,"LHS",1.02353738918095
5,5,1,2,"true","true",1024,1,1.29408475884596e-10,88,"LHS",1.11078977043575
12,6,2,4,"true","false",256,4,1.36838289752556e-10,114,"LHS",1.17456427349173
6,3,2,4,"true","false",512,8,1.60959572716044e-10,100,"LHS",1.38161156450165
12,6,2,4,"true","false",512,4,1.3540030760049e-10,102,"LHS",1.16222121903826
20,5,2,4,"true","true",256,8,1.52126537660643e-10,92,"LHS",1.30579238098705
5,5,1,2,"true","false",128,2,1.18427245214453e-10,101,"LHS",1.01653134870712
4,4,1,4,"true","false",128,2,1.25109511762482e-10,105,"LHS",1.07388920934288
10,5,2,4,"true","false",512,4,1.43427898416384e-10,102,"LHS",1.23112679650207
5,5,1,4,"true","true",1024,2,1.24443747489354e-10,107,"LHS",1.06817455936299
5,5,1,2,"true","false",128,4,1.18634851028728e-10,105,"LHS",1.01831335265395
10,5,2,2,"true","false",128,4,1.4517609142392e-10,94,"LHS",1.2461325748813
4,4,1,4,"true","true",256,2,1.24879203669815e-10,100,"LHS",1.07191233826366
6,6,1,2,"true","false",512,16,1.20895909716785e-10,98,"LHS",1.03772136162616
12,6,2,2,"true","false",512,16,1.41878634633497e-10,104,"LHS",1.21782854575014
10,5,2,2,"true","false",128,2,1.44405719366328e-10,118,"LHS",1.23952001418809
4,4,1,4,"true","false",512,8,1.25366521299284e-10,99,"LHS",1.07609527476814
12,6,1,2,"true","false",128,2,1.37325279558869e-10,102,"LHS",1.17874439609546
24,6,4,2,"true","false",256,8,1.43760444177451e-10,94,"LHS",1.23398123418144
4,4,1,4,"true","false",128,4,1.26761029509907e-10,93,"LHS",1.08806516657438
6,6,1,4,"true","true",1024,1,1.29667282018423e-10,104,"LHS",1.1130112571198
24,6,2,4,"true","true",256,2,1.45049968848727e-10,108,"LHS",1.24504998994714
12,6,2,4,"true","false",512,4,1.3540030760049e-10,109,"LHS",1.16222121903826
8,4,2,4,"true","true",256,2,1.53625920151938e-10,99,"LHS",1.31866247100176
5,5,1,4,"true","true",128,2,1.2260596387318e-10,94,"LHS",1.05239977160534
4,4,1,4,"true","true",128,2,1.2616196070333e-10,96,"LHS",1.08292300337692
3,3,1,4,"true","true",512,8,1.38397781386379e-10,111,"LHS",1.18795031595989
8,4,1,4,"true","true",128,4,1.50361216605729e-10,106,"LHS",1.29063958240929
5,5,1,2,"true","true",256,2,1.1931608789437e-10,113,"LHS",1.02416081308052
4,4,1,2,"true","false",64,2,1.47732482720047e-10,115,"LHS",1.26807559894953
5,5,1,2,"true","false",512,1,1.22282330349011e-10,93,"LHS",1.04962183294591
3,3,1,2,"true","true",512,4,1.37224255132475e-10,86,"LHS",1.17787724347168
12,6,1,2,"true","true",512,4,1.3748426153981e-10,89,"LHS",1.18010903281578
3,3,1,2,"true","false",512,4,1.36227302720955e-10,90,"LHS",1.16931980909377
5,5,1,2,"true","true",128,4,1.23513687334701e-10,101,"LHS",1.06019130093562
5,5,1,2,"true","true",256,1,1.18611767942795e-10,102,"LHS",1.01811521682436
3,3,1,2,"true","true",256,1,1.39255315080323e-10,100,"LHS",1.19531103672045
5,5,1,2,"true","false",128,4,1.18634851028728e-10,109,"LHS",1.01831335265395
3,3,1,4,"true","true",512,2,1.35560093260181e-10,100,"LHS",1.16359275421039
8,4,2,2,"true","false",256,8,1.49593036762781e-10,119,"LHS",1.28404583879576
6,6,1,4,"true","false",1024,16,1.22460968799545e-10,106,"LHS",1.0511551928136
12,6,2,2,"true","false",256,8,1.39264134759537e-10,100,"LHS",1.19538674126285
10,5,2,2,"true","false",512,2,1.42703548929693e-10,96,"LHS",1.22490927485569
4,4,1,4,"true","false",1024,16,1.2941581237827e-10,96,"LHS",1.11085274391619
5,5,1,4,"true","false",512,2,1.22636208874517e-10,112,"LHS",1.05265938240643
20,5,4,4,"true","false",512,16,1.59728044882459e-10,107,"LHS",1.37104063002304
6,6,1,2,"true","false",128,1,1.19599215511143e-10,103,"LHS",1.02659106549088
10,5,2,2,"true","true",256,4,1.46951179698687e-10,105,"LHS",1.26136921130525
12,6,2,2,"true","false",512,2,1.40641582293563e-10,95,"LHS",1.20721019115398
5,5,1,2,"true","false",128,2,1.18427245214453e-10,95,"LHS",1.01653134870712
6,6,1,4,"true","false",1024,16,1.22460968799545e-10,106,"LHS",1.0511551928136
4,4,1,2,"true","true",1024,16,1.32280083828985e-10,97,"LHS",1.13543848612091
3,3,1,2,"true","true",1024,2,1.39222329183687e-10,97,"LHS",1.19502789918791
3,3,1,4,"true","false",128,4,1.42247835907217e-10,94,"LHS",1.22099761945476
12,6,1,2,"true","false",512,1,1.44747236228055e-10,100,"LHS",1.24245145615002
6,6,1,4,"true","true",512,8,1.18144018844621e-10,92,"LHS",1.01410024864063
5,5,1,4,"true","false",512,4,1.23695483619274e-10,121,"LHS",1.06175176636748
3,3,1,4,"true","false",512,8,1.36514728491588e-10,91,"LHS",1.17178695511026
6,6,1,2,"true","true",1024,8,1.18235071768955e-10,93,"LHS",1.01488180994276
6,6,1,2,"true","true",128,1,1.18258966570151e-10,124,"LHS",1.01508691320631
24,6,2,4,"true","false",64,2,1.42660098310259e-10,98,"LHS",1.22453631239511
8,4,2,4,"true","false",256,4,1.51229081242626e-10,107,"LHS",1.29808897978608
3,3,1,4,"true","false",256,4,1.36817863070223e-10,104,"LHS",1.17438893915119
10,5,2,4,"true","false",512,2,1.424814549876e-10,96,"LHS",1.22300291070708
12,6,1,4,"true","true",256,2,1.39570263805193e-10,102,"LHS",1.19801442859186
12,6,1,4,"true","true",512,2,1.38749548433994e-10,115,"LHS",1.19096974135221
4,4,1,4,"true","false",256,4,1.28845887884033e-10,106,"LHS",1.10596074365274
12,6,2,4,"true","true",64,2,1.37227036791841e-10,99,"LHS",1.17790112010532
10,5,2,4,"true","false",512,4,1.43427898416384e-10,105,"LHS",1.23112679650207
6,3,2,2,"true","true",128,4,1.60146200732346e-10,101,"LHS",1.37462990991624
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,116,"LHS",1.07288728829579
5,5,1,2,"true","false",128,2,1.18427245214453e-10,89,"LHS",1.01653134870712
8,4,2,2,"true","true",128,2,1.46730476035287e-10,86,"LHS",1.25947478074399
10,5,2,4,"true","true",256,8,1.45739067290168e-10,110,"LHS",1.25096493094573
10,5,2,2,"true","true",128,2,1.46407647202454e-10,83,"LHS",1.256703749228
6,6,1,2,"true","false",64,2,1.27218289665402e-10,95,"LHS",1.09199010193645
5,5,1,4,"true","false",512,2,1.22636208874517e-10,100,"LHS",1.05265938240643
12,6,2,2,"true","true",512,2,1.38098601871446e-10,95,"LHS",1.18538228057859
8,4,1,2,"true","true",512,16,1.48996699528976e-10,104,"LHS",1.27892712230897
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,89,"LHS",1.17207913005986
3,3,1,2,"true","false",512,2,1.36591161597662e-10,104,"LHS",1.17244302583336
8,4,2,2,"true","true",1024,8,1.43640248161835e-10,102,"LHS",1.23294952042636
3,3,1,4,"true","false",128,1,1.37104351640103e-10,107,"LHS",1.17684804061726
16,4,4,2,"true","false",64,2,1.59530344504245e-10,87,"LHS",1.36934365031418
20,5,1,4,"true","true",256,8,1.52852022031175e-10,97,"LHS",1.31201964401514
12,6,2,2,"true","false",256,1,1.39042634655403e-10,100,"LHS",1.19348547437797
20,5,1,2,"true","false",128,2,1.48638036960128e-10,97,"LHS",1.27584850856446
12,6,2,2,"true","false",256,4,1.41263936580302e-10,100,"LHS",1.21255222745083
3,3,1,2,"true","true",256,8,1.38228447244168e-10,84,"LHS",1.18649682049394
5,5,1,4,"true","true",128,2,1.2260596387318e-10,95,"LHS",1.05239977160534
12,3,4,4,"true","true",256,4,1.74857777962429e-10,91,"LHS",1.50090811064805
12,6,1,2,"true","false",512,2,1.37433629960714e-10,100,"LHS",1.17967443191552
10,5,2,2,"true","false",512,16,1.43737559930213e-10,90,"LHS",1.23378480510241
5,5,1,2,"true","false",128,4,1.18634851028728e-10,88,"LHS",1.01831335265395
5,5,1,2,"true","true",256,4,1.17379768662026e-10,101,"LHS",1.0075402356347
4,4,1,4,"true","false",64,2,1.42578793055919e-10,102,"LHS",1.22383842113114
6,6,1,2,"true","true",1024,4,1.17842155236017e-10,99,"LHS",1.01150917408997
4,4,1,4,"true","true",512,8,1.26909617043121e-10,103,"LHS",1.08934058157931
5,5,1,4,"true","false",256,8,1.28517800164082e-10,109,"LHS",1.10314457198674
5,5,1,4,"true","true",1024,16,1.26535757573826e-10,101,"LHS",1.08613152381679
3,3,1,4,"true","false",256,2,1.36428267521488e-10,93,"LHS",1.17104480927729
8,4,2,2,"true","false",512,8,1.46858574559957e-10,106,"LHS",1.26057432642551
6,6,1,4,"true","false",256,8,1.20542237352126e-10,101,"LHS",1.03468558176658
24,6,2,4,"true","false",256,2,1.45441331457801e-10,101,"LHS",1.24840928754893
2,2,1,4,"true","true",256,8,1.62641484431017e-10,98,"LHS",1.39604841119966
10,5,2,4,"true","false",256,4,1.43418877713183e-10,96,"LHS",1.23104936645145
3,3,1,4,"true","false",1024,8,1.42271856557733e-10,101,"LHS",1.22120380295773
6,6,1,4,"true","true",128,2,1.18746687810648e-10,99,"LHS",1.01927331414384
5,5,1,2,"true","true",512,8,1.18628082806223e-10,94,"LHS",1.01825525698231
20,5,2,4,"true","true",64,2,1.51995323600587e-10,101,"LHS",1.3046660928158
10,5,2,2,"true","false",512,16,1.43737559930213e-10,108,"LHS",1.23378480510241
5,5,1,2,"true","true",512,4,1.180929223999e-10,109,"LHS",1.01366165752275
24,6,1,4,"true","false",256,2,1.43321809384467e-10,109,"LHS",1.23021617136254
5,5,1,4,"true","false",1024,8,1.23934836150301e-10,86,"LHS",1.06380627123028
5,5,1,4,"true","true",256,1,1.21838108445895e-10,98,"LHS",1.04580881264402
6,6,1,2,"true","false",512,2,1.20524589039226e-10,102,"LHS",1.03453409582024
3,3,1,4,"true","false",256,1,1.41520426404846e-10,97,"LHS",1.21475383187726
8,4,2,2,"true","true",512,8,1.44861776498659e-10,106,"LHS",1.24343462328818
10,5,1,2,"true","true",256,4,1.42475538199169e-10,100,"LHS",1.22295212339954
3,3,1,2,"true","false",512,16,1.38451288126442e-10,94,"LHS",1.18840959607354
24,6,4,2,"true","false",256,4,1.43064682433489e-10,98,"LHS",1.22800909810171
10,5,2,2,"true","false",512,2,1.42703548929693e-10,96,"LHS",1.22490927485569
10,5,2,2,"true","false",128,2,1.44405719366328e-10,99,"LHS",1.23952001418809
12,6,2,4,"true","true",512,16,1.38763387608331e-10,101,"LHS",1.19108853120101
3,3,1,4,"true","false",1024,8,1.42271856557733e-10,92,"LHS",1.22120380295773
12,3,2,2,"true","true",128,4,1.7751450296771e-10,93,"LHS",1.52371235850395
4,4,1,2,"true","true",256,8,1.28367573488695e-10,109,"LHS",1.10185508725148
4,4,1,2,"true","false",128,4,1.28025322109481e-10,100,"LHS",1.09891734048992
12,6,2,4,"true","true",512,2,1.42113538419092e-10,93,"LHS",1.21984486438995
6,3,2,4,"true","true",512,8,1.58063743821687e-10,89,"LHS",1.35675494602442
4,4,1,4,"true","true",256,8,1.27521100601238e-10,102,"LHS",1.09458930795911
6,6,1,2,"true","false",1024,4,1.18746991977228e-10,98,"LHS",1.01927592498616
20,5,2,4,"true","true",256,4,1.51603201105063e-10,101,"LHS",1.30130027265751
4,4,1,4,"true","true",512,4,1.25569585107033e-10,95,"LHS",1.07783829197665
10,5,1,4,"true","false",512,4,1.4121794253326e-10,92,"LHS",1.21215743324121
3,3,1,2,"true","false",256,4,1.36478520881495e-10,109,"LHS",1.17147616369858
24,6,1,4,"true","true",512,2,1.55640740944102e-10,106,"LHS",1.3359568739371
5,5,1,2,"true","true",64,2,1.39424133801529e-10,109,"LHS",1.19676010802194
24,6,2,4,"true","true",128,2,1.41639115932257e-10,93,"LHS",1.21577261454976
3,3,1,2,"true","true",256,4,1.3715091955647e-10,98,"LHS",1.17724776068797
20,5,2,4,"true","false",512,4,1.55895052094035e-10,101,"LHS",1.33813977750599
24,6,4,4,"true","true",128,4,1.45266436714954e-10,100,"LHS",1.24690806214673
5,5,1,2,"true","false",1024,32,1.26608226818731e-10,95,"LHS",1.08675357036638
5,5,1,2,"true","false",256,1,1.23455410758299e-10,104,"LHS",1.05969107848511
5,5,1,4,"true","true",1024,4,1.22537313322951e-10,98,"LHS",1.05181050317908
24,6,2,2,"true","false",64,1,1.45636868470051e-10,97,"LHS",1.25008769780347
24,6,2,4,"true","false",64,2,1.42660098310259e-10,104,"LHS",1.22453631239511
10,5,1,4,"true","false",256,1,1.45312732293139e-10,105,"LHS",1.24730544457715
6,6,1,4,"true","false",128,4,1.20370127713727e-10,104,"LHS",1.03320826256921
12,6,1,2,"true","true",512,8,1.37483429796381e-10,96,"LHS",1.18010189346817
5,5,1,4,"true","true",1024,2,1.24443747489354e-10,97,"LHS",1.06817455936299
16,4,1,2,"true","false",64,2,1.59338798235866e-10,83,"LHS",1.36769949498334
10,5,1,4,"true","true",128,4,1.4666050828285e-10,103,"LHS",1.25887420598923
3,3,1,4,"true","false",512,8,1.36514728491588e-10,104,"LHS",1.17178695511026
6,6,1,4,"true","false",128,1,1.21238783742256e-10,83,"LHS",1.04066445293017
20,5,1,2,"true","false",128,2,1.48638036960128e-10,100,"LHS",1.27584850856446
6,3,2,4,"true","false",1024,32,1.59839923698735e-10,97,"LHS",1.37200095231877
6,6,1,2,"true","true",256,8,1.19422931122937e-10,101,"LHS",1.02507791193762
5,5,1,4,"true","true",128,2,1.2260596387318e-10,102,"LHS",1.05239977160534
10,5,2,2,"true","false",512,16,1.43737559930213e-10,92,"LHS",1.23378480510241
4,4,1,4,"true","true",256,1,1.27412788675057e-10,97,"LHS",1.09365960239852
8,4,2,4,"true","false",512,16,1.49699668517008e-10,103,"LHS",1.28496112244306
10,5,2,4,"true","false",512,2,1.424814549876e-10,104,"LHS",1.22300291070708
10,5,2,4,"true","true",512,16,1.47387047882595e-10,102,"LHS",1.26511052667609
5,5,1,4,"true","false",512,8,1.22080038327934e-10,100,"LHS",1.04788544044058
5,5,1,2,"true","true",64,2,1.39424133801529e-10,102,"LHS",1.19676010802194
6,6,1,4,"true","false",256,2,1.21311258897687e-10,85,"LHS",1.04128655021331
5,5,1,4,"true","true",256,2,1.23576973332287e-10,96,"LHS",1.06073452222194
10,5,2,4,"true","false",512,4,1.43427898416384e-10,92,"LHS",1.23112679650207
6,6,1,2,"true","true",1024,1,1.25629960742448e-10,84,"LHS",1.07835653189674
4,4,1,2,"true","false",1024,16,1.33191938969492e-10,92,"LHS",1.14326548010466
12,6,1,2,"true","false",128,2,1.37325279558869e-10,87,"LHS",1.17874439609546
24,6,2,4,"true","false",256,2,1.45441331457801e-10,86,"LHS",1.24840928754893
4,4,1,4,"true","true",512,16,1.27430932130334e-10,96,"LHS",1.09381533844582
6,6,1,2,"true","true",512,8,1.18283916839785e-10,84,"LHS",1.01530107618203
12,6,1,2,"true","true",128,4,1.39466445435724e-10,100,"LHS",1.19712329389607
6,6,1,2,"true","true",1024,8,1.18235071768955e-10,100,"LHS",1.01488180994276
10,5,2,4,"true","false",256,2,1.41321341327822e-10,93,"LHS",1.21304496647649
12,6,2,4,"true","true",128,4,1.3731975529994e-10,93,"LHS",1.17869697810165
8,4,2,2,"true","true",512,8,1.44861776498659e-10,124,"LHS",1.24343462328818
4,4,1,2,"true","false",256,4,1.28002284961198e-10,95,"LHS",1.09871959897045
4,4,1,2,"true","false",64,2,1.47732482720047e-10,103,"LHS",1.26807559894953
5,5,1,2,"true","false",128,4,1.18634851028728e-10,89,"LHS",1.01831335265395
20,5,1,2,"true","true",64,1,1.47612981872675e-10,77,"LHS",1.26704985223617
6,6,1,2,"true","true",512,1,1.19115341444505e-10,104,"LHS",1.02243768713041
4,4,1,4,"true","false",256,8,1.32007686833327e-10,109,"LHS",1.1331003410017
12,6,1,4,"true","false",512,2,1.45248330959171e-10,94,"LHS",1.24675264969656
6,6,1,2,"true","true",512,8,1.18283916839785e-10,104,"LHS",1.01530107618203
3,3,1,4,"true","false",512,2,1.35341152549115e-10,94,"LHS",1.16171345611556
6,6,1,2,"true","false",128,2,1.17976523819686e-10,105,"LHS",1.01266253941003
4,4,1,2,"true","false",128,4,1.28025322109481e-10,96,"LHS",1.09891734048992
3,3,1,4,"true","true",128,1,1.38227932925928e-10,102,"LHS",1.18649240579517
5,5,1,4,"true","true",256,8,1.22538344930662e-10,99,"LHS",1.05181935808047
10,5,2,2,"true","false",512,4,1.42308824451469e-10,96,"LHS",1.22152112033525
3,3,1,4,"true","false",256,1,1.41520426404846e-10,91,"LHS",1.21475383187726
12,6,1,2,"true","false",128,1,1.39120748568647e-10,96,"LHS",1.19415597246681
10,5,2,2,"true","true",512,1,1.5072940805624e-10,94,"LHS",1.29379998820183
5,5,1,2,"true","true",1024,1,1.29408475884596e-10,105,"LHS",1.11078977043575
10,5,2,4,"true","true",512,2,1.42353070684658e-10,100,"LHS",1.221900912021
4,4,1,2,"true","false",1024,4,1.31614617171839e-10,97,"LHS",1.12972639075567
20,5,4,2,"true","false",64,1,1.47318848173895e-10,95,"LHS",1.26452512809031
4,4,1,2,"true","false",256,8,1.34360417998178e-10,111,"LHS",1.15329522926259
3,3,1,4,"true","false",512,16,1.37621340842642e-10,106,"LHS",1.18128566584761
5,5,1,2,"true","false",512,8,1.1931257630123e-10,98,"LHS",1.02413067099199
4,4,1,2,"true","true",64,2,1.46770431176262e-10,94,"LHS",1.25981773943791
3,3,1,4,"true","true",512,2,1.35560093260181e-10,98,"LHS",1.16359275421039
6,6,1,4,"true","false",64,2,1.28698830020673e-10,96,"LHS",1.10469845871224
24,6,4,2,"true","true",128,2,1.44754796497878e-10,105,"LHS",1.24251635043398
10,5,1,2,"true","true",512,2,1.44038656726845e-10,103,"LHS",1.23636929765071
10,5,2,2,"true","true",512,8,1.42061321707413e-10,99,"LHS",1.21939665735574
8,4,2,2,"true","true",512,2,1.45687214384638e-10,107,"LHS",1.25051984667566
4,4,1,2,"true","false",512,2,1.29209215080311e-10,110,"LHS",1.10907939666359
4,4,1,2,"true","false",512,16,1.30082949623258e-10,88,"LHS",1.1165791789286
8,4,2,4,"true","true",512,16,1.53381705090991e-10,108,"LHS",1.31656622815806
24,6,2,2,"true","true",64,2,1.44000381825374e-10,99,"LHS",1.23604076144991
10,5,2,4,"true","true",512,16,1.47387047882595e-10,105,"LHS",1.26511052667609
4,4,1,2,"true","true",512,8,1.30182841859248e-10,95,"LHS",1.11743661329003
4,4,1,4,"true","true",1024,1,1.38044091047538e-10,82,"LHS",1.18491438181724
20,5,4,4,"true","true",512,4,1.6170225252058e-10,92,"LHS",1.38798642614768
10,5,2,2,"true","false",512,16,1.43737559930213e-10,101,"LHS",1.23378480510241
5,5,1,2,"true","true",512,4,1.180929223999e-10,96,"LHS",1.01366165752275
12,6,1,2,"true","false",128,1,1.39120748568647e-10,89,"LHS",1.19415597246681
5,5,1,2,"true","false",512,2,1.19264177349936e-10,100,"LHS",1.02371523406152
20,5,1,4,"true","true",512,8,1.54464560780967e-10,96,"LHS",1.3258610213705
24,6,2,2,"true","true",256,4,1.44025481276919e-10,89,"LHS",1.23625620494253
12,6,2,4,"true","true",64,1,1.38347474235025e-10,96,"LHS",1.18751849981553
16,4,2,2,"true","true",256,4,1.58782935276874e-10,96,"LHS",1.36292819322439
6,6,1,4,"true","false",1024,1,1.25373995702647e-10,96,"LHS",1.0761594320093
10,5,2,4,"true","true",128,2,1.42872931830165e-10,119,"LHS",1.22636318884274
10,5,2,2,"true","true",128,4,1.4542018991904e-10,86,"LHS",1.2482278171713
10,5,2,4,"true","true",512,4,1.40742193789431e-10,107,"LHS",1.20807379934992
12,6,2,4,"true","true",512,8,1.36501235016115e-10,98,"LHS",1.17167113260002
8,4,1,2,"true","true",256,2,1.46003801983851e-10,94,"LHS",1.25323730597845
24,6,2,2,"true","true",64,1,1.42946633909124e-10,83,"LHS",1.22699581753887
5,5,1,4,"true","false",256,8,1.28517800164082e-10,97,"LHS",1.10314457198674
4,4,1,2,"true","false",1024,16,1.33191938969492e-10,97,"LHS",1.14326548010466
6,6,1,2,"true","false",512,16,1.20895909716785e-10,90,"LHS",1.03772136162616
6,6,1,2,"true","false",1024,1,1.28669181117226e-10,100,"LHS",1.10444396457321
12,6,2,4,"true","false",256,4,1.36838289752556e-10,100,"LHS",1.17456427349173
3,3,1,4,"true","true",128,2,1.36538375119979e-10,102,"LHS",1.1719899281593
24,6,4,4,"true","true",64,1,1.45868069300496e-10,102,"LHS",1.252072231781
8,4,1,4,"true","true",256,2,1.50451828165866e-10,81,"LHS",1.29141735522051
6,3,2,2,"true","false",1024,8,1.53473671916505e-10,99,"LHS",1.31735563401654
5,5,1,4,"true","true",512,8,1.22633247365792e-10,92,"LHS",1.05263396201897
6,6,1,2,"true","false",256,2,1.19243458186372e-10,97,"LHS",1.02353738918095
10,5,1,4,"true","true",256,8,1.42700103153444e-10,103,"LHS",1.2248796977126
6,6,1,2,"true","true",512,16,1.20561345004917e-10,98,"LHS",1.03484959409354
12,6,1,4,"true","false",256,2,1.3812927389234e-10,86,"LHS",1.18564555674203
6,6,1,2,"true","false",512,1,1.19017365172127e-10,103,"LHS",1.02159669862206
6,6,1,2,"true","false",128,4,1.17732534790262e-10,98,"LHS",1.01056823672908
24,6,4,4,"true","false",256,1,1.48658836117634e-10,97,"LHS",1.27602704008052
6,6,1,2,"true","true",1024,32,1.306016079639e-10,101,"LHS",1.12103113136215
20,5,4,2,"true","true",64,1,1.51189228592719e-10,108,"LHS",1.29774690083384
6,6,1,4,"true","true",512,8,1.18144018844621e-10,88,"LHS",1.01410024864063
3,3,1,4,"true","false",512,16,1.37621340842642e-10,94,"LHS",1.18128566584761
6,6,1,2,"true","true",512,8,1.18283916839785e-10,93,"LHS",1.01530107618203
24,6,4,4,"true","true",256,1,1.53563843361541e-10,99,"LHS",1.31812962905857
10,5,2,2,"true","false",128,2,1.44405719366328e-10,97,"LHS",1.23952001418809
24,6,4,4,"true","false",64,2,1.43170489752256e-10,108,"LHS",1.22891730513003
10,5,2,2,"true","false",512,4,1.42308824451469e-10,99,"LHS",1.22152112033525
6,6,1,4,"true","true",64,2,1.28769317374291e-10,89,"LHS",1.10530349351239
2,2,1,2,"true","false",256,2,1.60641748196531e-10,88,"LHS",1.37888348797764
4,4,1,2,"true","false",256,8,1.34360417998178e-10,84,"LHS",1.15329522926259
3,3,1,4,"true","false",128,1,1.37104351640103e-10,89,"LHS",1.17684804061726
6,6,1,2,"true","true",1024,2,1.16501321248061e-10,111,"LHS",0.999999999999996
8,4,2,2,"true","false",128,1,1.44946489136578e-10,100,"LHS",1.24416176214817
4,4,1,4,"true","true",128,1,1.26537074253064e-10,99,"LHS",1.08614282565632
4,4,1,2,"true","false",1024,4,1.31614617171839e-10,100,"LHS",1.12972639075567
6,6,1,2,"true","true",1024,2,1.16501321248061e-10,106,"LHS",0.999999999999996
5,5,1,4,"true","false",1024,32,1.28201182372607e-10,106,"LHS",1.10042685352584
3,3,1,2,"true","true",256,2,1.37332659101318e-10,99,"LHS",1.17880773908908
5,5,1,4,"true","true",512,8,1.22633247365792e-10,106,"LHS",1.05263396201897
10,5,1,2,"true","true",128,2,1.43886857500089e-10,92,"LHS",1.23506631477352
8,4,2,2,"true","true",512,16,1.45058258931105e-10,105,"LHS",1.2451211486455
10,5,1,4,"true","true",1024,8,1.54997062510677e-10,89,"LHS",1.33043179983039
10,5,1,4,"true","true",64,2,1.46583117491721e-10,95,"LHS",1.25820991488678
8,4,1,2,"true","true",512,2,1.49870070586283e-10,107,"LHS",1.28642378456096
3,3,1,4,"true","false",512,16,1.37621340842642e-10,112,"LHS",1.18128566584761
6,6,1,2,"true","false",512,8,1.19268542616746e-10,93,"LHS",1.02375270373795
6,6,1,2,"true","true",1024,8,1.18235071768955e-10,93,"LHS",1.01488180994276
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,91,"LHS",1.00979555916615
10,5,1,2,"true","false",512,2,1.44014689615395e-10,100,"LHS",1.23616357370532
5,5,1,2,"true","true",256,2,1.1931608789437e-10,96,"LHS",1.02416081308052
4,4,1,2,"true","true",128,2,1.28205948495545e-10,93,"LHS",1.10046776398837
8,4,2,2,"true","false",64,1,1.52574412253316e-10,91,"LHS",1.30963675449179
3,3,1,4,"true","true",128,1,1.38227932925928e-10,97,"LHS",1.18649240579517
18,6,1,4,"true","true",512,2,1.65890037820999e-10,97,"LHS",1.42393267341386
3,3,1,2,"true","true",512,8,1.3878539742842e-10,97,"LHS",1.19127745455273
5,5,1,4,"true","false",256,2,1.22388925799567e-10,105,"LHS",1.05053680497725
5,5,1,4,"true","false",256,2,1.22388925799567e-10,97,"LHS",1.05053680497725
4,4,1,2,"true","false",128,2,1.27175815907958e-10,104,"LHS",1.09162552446223
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,115,"LHS",1.07288728829579
24,6,4,2,"true","false",512,4,1.50526608186561e-10,116,"LHS",1.29205923653047
3,3,1,4,"true","true",1024,32,1.43933576595925e-10,92,"LHS",1.23546733250736
10,5,2,4,"true","true",256,2,1.48812663202805e-10,97,"LHS",1.2773474292703
24,6,4,2,"true","false",256,4,1.43064682433489e-10,100,"LHS",1.22800909810171
20,5,4,4,"true","false",64,1,1.49225241427877e-10,91,"LHS",1.28088883309862
3,3,1,2,"true","true",256,2,1.37332659101318e-10,108,"LHS",1.17880773908908
24,6,4,2,"true","true",128,2,1.44754796497878e-10,107,"LHS",1.24251635043398
6,6,1,4,"true","true",64,2,1.28769317374291e-10,104,"LHS",1.10530349351239
10,5,1,2,"true","true",256,4,1.42475538199169e-10,103,"LHS",1.22295212339954
8,4,2,2,"true","true",1024,16,1.43169217579077e-10,109,"LHS",1.22890638531243
10,5,2,4,"true","true",256,4,1.41563511285379e-10,101,"LHS",1.21512365498374
12,6,1,4,"true","true",128,4,1.40675477804834e-10,99,"LHS",1.20750113644891
10,5,1,4,"true","true",128,1,1.44002598602633e-10,101,"LHS",1.23605978936509
3,3,1,2,"true","true",128,2,1.37756460324827e-10,94,"LHS",1.18244547657539
4,4,1,2,"true","false",256,4,1.28002284961198e-10,112,"LHS",1.09871959897045
8,4,1,4,"true","false",512,2,1.49995361856772e-10,96,"LHS",1.28749923391335
5,5,1,2,"true","false",1024,1,1.29242715195433e-10,96,"LHS",1.10936694803866
5,5,1,4,"true","false",128,1,1.21549064031158e-10,92,"LHS",1.0433277728443
3,3,1,4,"true","false",512,16,1.37621340842642e-10,103,"LHS",1.18128566584761
5,5,1,4,"true","true",64,2,1.3815716721122e-10,109,"LHS",1.18588498165654
5,5,1,4,"true","false",512,4,1.23695483619274e-10,101,"LHS",1.06175176636748
10,5,2,4,"true","true",64,2,1.46180708673754e-10,102,"LHS",1.2547558011166
5,5,1,2,"true","true",256,1,1.18611767942795e-10,102,"LHS",1.01811521682436
