"elements_number","y_component_number","vector_length","temporary_size","vector_recompute","load_overlap","threads_number","lws_y","time_per_pixel","point_number","method","slowdown"
10,5,2,4,"true","true",512,4,1.40742193789431e-10,120,"RS",1.20807379934992
6,6,1,4,"true","false",128,2,1.18718825467539e-10,120,"RS",1.01903415511276
12,6,2,2,"true","false",256,8,1.39264134759537e-10,120,"RS",1.19538674126285
4,4,1,4,"true","true",1024,32,1.35156757274374e-10,120,"RS",1.16013068200824
5,5,1,2,"true","false",512,8,1.1931257630123e-10,120,"RS",1.02413067099199
6,6,1,4,"true","true",512,1,1.21269798663001e-10,120,"RS",1.04093067240659
4,4,1,4,"true","false",1024,4,1.25778542785017e-10,120,"RS",1.07963189977221
6,6,1,2,"true","true",128,2,1.18080485105728e-10,120,"RS",1.01355490084361
6,6,1,4,"true","true",1024,16,1.22014273387987e-10,120,"RS",1.04732094092038
3,3,1,2,"true","true",1024,16,1.39528091700916e-10,120,"RS",1.19765244038584
24,6,2,4,"true","true",64,2,1.4435038665024e-10,120,"RS",1.23904506063825
4,4,1,4,"true","true",512,1,1.28639677617769e-10,120,"RS",1.10419071852294
6,6,1,4,"true","true",1024,16,1.22014273387987e-10,120,"RS",1.04732094092038
4,4,1,2,"true","false",64,1,1.44627547371761e-10,120,"RS",1.24142409564447
5,5,1,4,"true","false",512,2,1.22636208874517e-10,120,"RS",1.05265938240643
6,6,1,4,"true","false",512,2,1.19525529098963e-10,120,"RS",1.02595857127201
6,6,1,2,"true","false",128,4,1.17732534790262e-10,120,"RS",1.01056823672908
6,6,1,2,"true","false",64,2,1.27218289665402e-10,120,"RS",1.09199010193645
6,6,1,2,"true","false",512,1,1.19017365172127e-10,120,"RS",1.02159669862206
12,6,2,4,"true","false",256,8,1.40363385438274e-10,120,"RS",1.20482226239653
12,6,2,4,"true","true",128,2,1.39523950413229e-10,120,"RS",1.1976168932552
12,6,2,4,"true","true",128,4,1.3731975529994e-10,120,"RS",1.17869697810165
5,5,1,4,"true","true",256,1,1.21838108445895e-10,120,"RS",1.04580881264402
6,6,1,4,"true","false",1024,1,1.25373995702647e-10,120,"RS",1.0761594320093
4,4,1,4,"true","true",128,4,1.26678340558663e-10,120,"RS",1.08735539821846
6,6,1,2,"true","true",512,8,1.18283916839785e-10,120,"RS",1.01530107618203
6,6,1,4,"true","false",1024,16,1.22460968799545e-10,120,"RS",1.0511551928136
12,6,1,2,"true","false",256,2,1.37171059143269e-10,120,"RS",1.17742063071711
4,4,1,4,"true","false",256,8,1.32007686833327e-10,120,"RS",1.1331003410017
4,4,1,4,"true","true",512,8,1.26909617043121e-10,120,"RS",1.08934058157931
6,6,1,2,"true","false",512,16,1.20895909716785e-10,120,"RS",1.03772136162616
12,6,2,2,"true","true",64,2,1.37438647006306e-10,120,"RS",1.17971749619615
6,6,1,4,"true","true",256,2,1.19195652830312e-10,120,"RS",1.02312704743076
6,6,1,4,"true","true",128,1,1.1965589478547e-10,120,"RS",1.02707757734946
4,4,1,2,"true","false",256,4,1.28002284961198e-10,120,"RS",1.09871959897045
5,5,1,4,"true","false",1024,8,1.23934836150301e-10,120,"RS",1.06380627123028
12,6,2,4,"true","true",512,16,1.38763387608331e-10,120,"RS",1.19108853120101
6,6,1,2,"true","false",256,8,1.20906299051561e-10,120,"RS",1.03781053945406
12,6,2,4,"true","true",512,8,1.36501235016115e-10,120,"RS",1.17167113260002
5,5,1,2,"true","true",512,1,1.22127353136702e-10,120,"RS",1.04829157153215
5,5,1,2,"true","true",128,2,1.1896345482486e-10,120,"RS",1.02113395410818
4,4,1,2,"true","true",128,2,1.28205948495545e-10,120,"RS",1.10046776398837
6,6,1,4,"true","false",1024,4,1.18096841715479e-10,120,"RS",1.01369529933502
4,4,1,4,"true","true",1024,16,1.27991660200843e-10,120,"RS",1.09862840034505
4,4,1,4,"true","false",256,8,1.32007686833327e-10,120,"RS",1.1331003410017
4,4,1,4,"true","false",512,8,1.25366521299284e-10,120,"RS",1.07609527476814
5,5,1,2,"true","false",256,1,1.23455410758299e-10,120,"RS",1.05969107848511
6,6,1,2,"true","true",512,1,1.19115341444505e-10,120,"RS",1.02243768713041
4,4,1,4,"true","true",1024,4,1.28144380123423e-10,120,"RS",1.09993928610106
4,4,1,4,"true","false",1024,8,1.25784000386163e-10,120,"RS",1.07967874560269
4,4,1,4,"true","true",512,16,1.27430932130334e-10,120,"RS",1.09381533844582
4,4,1,4,"true","false",256,8,1.32007686833327e-10,120,"RS",1.1331003410017
4,4,1,2,"true","true",1024,2,1.30589997668649e-10,120,"RS",1.12093147330569
6,6,1,4,"true","false",128,4,1.20370127713727e-10,120,"RS",1.03320826256921
12,6,2,4,"true","true",256,2,1.35761365941573e-10,120,"RS",1.16532039711809
6,6,1,2,"true","true",512,8,1.18283916839785e-10,120,"RS",1.01530107618203
5,5,1,2,"true","false",128,4,1.18634851028728e-10,120,"RS",1.01831335265395
8,4,2,2,"true","true",128,1,1.45703476756059e-10,120,"RS",1.25065943626355
3,3,1,4,"true","false",256,8,1.37313097436327e-10,120,"RS",1.1786398297059
12,6,1,2,"true","false",256,4,1.37042936332678e-10,120,"RS",1.17632087657511
6,6,1,2,"true","false",64,2,1.27218289665402e-10,120,"RS",1.09199010193645
6,6,1,4,"true","true",1024,32,1.28655386741334e-10,120,"RS",1.10432555925605
3,3,1,4,"true","true",512,4,1.35806763141539e-10,120,"RS",1.16571006823495
3,3,1,4,"true","true",512,1,1.40182831445506e-10,120,"RS",1.20327246029271
12,6,2,2,"true","true",1024,4,1.49849727388241e-10,120,"RS",1.28624916681565
12,6,1,4,"true","false",512,1,1.47348735963637e-10,120,"RS",1.26478167273222
4,4,1,2,"true","true",512,2,1.26998171643399e-10,120,"RS",1.09010069828296
6,6,1,4,"true","true",128,4,1.20140567969366e-10,120,"RS",1.03123781500774
12,6,2,2,"true","false",1024,4,1.47375064403436e-10,120,"RS",1.26500766536061
12,6,2,2,"true","true",256,8,1.36187349370177e-10,120,"RS",1.16897686576617
4,4,1,2,"true","false",512,16,1.30082949623258e-10,120,"RS",1.1165791789286
6,6,1,2,"true","true",256,1,1.17919974204394e-10,120,"RS",1.01217714049193
6,6,1,2,"true","false",1024,4,1.18746991977228e-10,120,"RS",1.01927592498616
5,5,1,2,"true","true",1024,2,1.23041421447138e-10,120,"RS",1.05613756246722
4,4,1,4,"true","false",512,4,1.27446189399586e-10,120,"RS",1.09394630064512
5,5,1,2,"true","true",256,1,1.18611767942795e-10,120,"RS",1.01811521682436
4,4,1,4,"true","false",1024,16,1.2941581237827e-10,120,"RS",1.11085274391619
5,5,1,2,"true","false",512,2,1.19264177349936e-10,120,"RS",1.02371523406152
12,6,2,4,"true","false",256,8,1.40363385438274e-10,120,"RS",1.20482226239653
4,4,1,4,"true","true",128,1,1.26537074253064e-10,120,"RS",1.08614282565632
6,6,1,2,"true","true",1024,32,1.306016079639e-10,120,"RS",1.12103113136215
3,3,1,4,"true","false",128,2,1.36120252443834e-10,120,"RS",1.16840093301602
6,6,1,2,"true","true",512,4,1.1835008391896e-10,120,"RS",1.01586902750195
5,5,1,2,"true","true",1024,8,1.25213701500642e-10,120,"RS",1.0747835317166
12,6,1,4,"true","false",1024,4,1.44797891103858e-10,120,"RS",1.24288625701975
6,6,1,4,"true","false",1024,4,1.18096841715479e-10,120,"RS",1.01369529933502
12,6,2,4,"true","false",128,4,1.39155017527073e-10,120,"RS",1.19445012328037
24,6,4,2,"true","false",64,2,1.42507163271404e-10,120,"RS",1.22322358016841
6,6,1,4,"true","true",64,1,1.27565271803632e-10,120,"RS",1.09496845561101
5,5,1,2,"true","false",128,2,1.18427245214453e-10,120,"RS",1.01653134870712
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,120,"RS",1.07288728829579
10,5,1,2,"true","true",64,1,1.47333475062558e-10,120,"RS",1.26465067935879
3,3,1,4,"true","true",512,2,1.35560093260181e-10,120,"RS",1.16359275421039
6,6,1,4,"true","false",512,8,1.18483530341257e-10,120,"RS",1.01701447736352
24,6,1,2,"true","false",256,4,1.43289319112263e-10,120,"RS",1.22993728806872
6,6,1,2,"true","true",256,8,1.19422931122937e-10,120,"RS",1.02507791193762
5,5,1,4,"true","true",512,4,1.23323792879451e-10,120,"RS",1.05856132409746
5,5,1,4,"true","false",256,8,1.28517800164082e-10,120,"RS",1.10314457198674
6,6,1,2,"true","false",256,2,1.19243458186372e-10,120,"RS",1.02353738918095
6,6,1,2,"true","false",1024,32,1.30214124849928e-10,120,"RS",1.11770513376984
24,6,4,2,"true","true",256,4,1.43377486488586e-10,120,"RS",1.23069408099929
5,5,1,4,"true","false",1024,2,1.25193376721125e-10,120,"RS",1.07460907206843
6,6,1,4,"true","false",1024,16,1.22460968799545e-10,120,"RS",1.0511551928136
12,6,2,2,"true","true",1024,4,1.49849727388241e-10,120,"RS",1.28624916681565
6,6,1,4,"true","false",1024,8,1.20545060937111e-10,120,"RS",1.0347098182727
4,4,1,4,"true","false",512,4,1.27446189399586e-10,120,"RS",1.09394630064512
12,6,1,2,"true","false",256,4,1.37042936332678e-10,120,"RS",1.17632087657511
12,6,2,4,"true","true",512,8,1.36501235016115e-10,120,"RS",1.17167113260002
5,5,1,4,"true","false",512,8,1.22080038327934e-10,120,"RS",1.04788544044058
12,6,1,2,"true","true",128,4,1.39466445435724e-10,120,"RS",1.19712329389607
24,6,4,2,"true","false",128,1,1.43447381217966e-10,120,"RS",1.2312940289538
4,4,1,2,"true","true",128,1,1.2777883632919e-10,120,"RS",1.09680160671411
6,6,1,4,"true","false",1024,4,1.18096841715479e-10,120,"RS",1.01369529933502
10,5,2,2,"true","false",512,2,1.42703548929693e-10,120,"RS",1.22490927485569
12,6,2,4,"true","true",128,4,1.3731975529994e-10,120,"RS",1.17869697810165
3,3,1,2,"true","true",512,2,1.37521968328191e-10,120,"RS",1.18043269256467
4,4,1,4,"true","false",1024,2,1.28981619240584e-10,120,"RS",1.10712580646145
6,6,1,2,"true","true",1024,8,1.18235071768955e-10,120,"RS",1.01488180994276
4,4,1,4,"true","false",1024,2,1.28981619240584e-10,120,"RS",1.10712580646145
6,6,1,2,"true","true",256,1,1.17919974204394e-10,120,"RS",1.01217714049193
5,5,1,4,"true","true",128,4,1.22766141901421e-10,120,"RS",1.05377467470966
6,6,1,2,"true","true",512,1,1.19115341444505e-10,120,"RS",1.02243768713041
16,4,4,4,"true","true",256,4,1.6171133481285e-10,120,"RS",1.38806438485384
3,3,1,4,"true","false",256,8,1.37313097436327e-10,120,"RS",1.1786398297059
4,4,1,4,"true","true",512,2,1.23999015246297e-10,120,"RS",1.06435715851043
20,5,1,4,"true","true",128,4,1.53262121493951e-10,120,"RS",1.31553977115518
5,5,1,2,"true","false",1024,2,1.24220644460169e-10,120,"RS",1.06625953362083
4,4,1,4,"true","false",256,2,1.25602448835109e-10,120,"RS",1.07812038086391
5,5,1,4,"true","true",64,2,1.3815716721122e-10,120,"RS",1.18588498165654
4,4,1,4,"true","true",1024,2,1.26775681322061e-10,120,"RS",1.08819093177598
4,4,1,4,"true","false",1024,16,1.2941581237827e-10,120,"RS",1.11085274391619
12,6,2,4,"true","true",128,2,1.39523950413229e-10,120,"RS",1.1976168932552
4,4,1,2,"true","true",1024,16,1.32280083828985e-10,120,"RS",1.13543848612091
3,3,1,4,"true","false",512,16,1.37621340842642e-10,120,"RS",1.18128566584761
6,6,1,4,"true","false",1024,2,1.18717485534039e-10,120,"RS",1.0190226536681
3,3,1,4,"true","false",512,8,1.36514728491588e-10,120,"RS",1.17178695511026
4,4,1,4,"true","false",256,4,1.28845887884033e-10,120,"RS",1.10596074365274
4,4,1,4,"true","false",128,2,1.25109511762482e-10,120,"RS",1.07388920934288
12,6,2,2,"true","true",128,1,1.38258953067267e-10,120,"RS",1.18675867008305
12,6,1,4,"true","true",64,2,1.3941732115394e-10,120,"RS",1.19670163102343
5,5,1,2,"true","false",128,2,1.18427245214453e-10,120,"RS",1.01653134870712
5,5,1,4,"true","false",256,8,1.28517800164082e-10,120,"RS",1.10314457198674
6,6,1,4,"true","true",512,16,1.22643988483418e-10,120,"RS",1.0527261594079
24,6,1,4,"true","false",256,2,1.43321809384467e-10,120,"RS",1.23021617136254
6,6,1,4,"true","true",256,1,1.20016645514951e-10,120,"RS",1.0301741150163
4,4,1,2,"true","false",1024,4,1.31614617171839e-10,120,"RS",1.12972639075567
6,6,1,4,"true","false",1024,16,1.22460968799545e-10,120,"RS",1.0511551928136
6,6,1,4,"true","true",512,8,1.18144018844621e-10,120,"RS",1.01410024864063
4,4,1,2,"true","false",128,4,1.28025322109481e-10,120,"RS",1.09891734048992
5,5,1,2,"true","false",256,2,1.2127767069891e-10,120,"RS",1.04099824276395
5,5,1,2,"true","false",512,4,1.17865496298058e-10,120,"RS",1.01170952428163
5,5,1,2,"true","true",512,16,1.25137945842182e-10,120,"RS",1.07413327592853
4,4,1,2,"true","false",1024,4,1.31614617171839e-10,120,"RS",1.12972639075567
5,5,1,2,"true","true",256,1,1.18611767942795e-10,120,"RS",1.01811521682436
12,6,2,4,"true","false",128,4,1.39155017527073e-10,120,"RS",1.19445012328037
6,6,1,4,"true","false",512,2,1.19525529098963e-10,120,"RS",1.02595857127201
6,6,1,4,"true","true",256,8,1.19614452797975e-10,120,"RS",1.02672185616921
5,5,1,2,"true","false",128,4,1.18634851028728e-10,120,"RS",1.01831335265395
5,5,1,2,"true","true",256,1,1.18611767942795e-10,120,"RS",1.01811521682436
12,6,1,2,"true","true",128,2,1.39646781237429e-10,120,"RS",1.19867122313647
4,4,1,2,"true","true",1024,4,1.31720001363936e-10,120,"RS",1.1306309658366
6,6,1,4,"true","false",256,8,1.20542237352126e-10,120,"RS",1.03468558176658
5,5,1,4,"true","false",256,1,1.21422039933002e-10,120,"RS",1.04223744960337
20,5,2,2,"true","true",128,4,1.51778351192108e-10,120,"RS",1.30280368983054
6,6,1,2,"true","false",512,4,1.23019310645269e-10,120,"RS",1.05594777232894
6,6,1,4,"true","true",512,1,1.21269798663001e-10,120,"RS",1.04093067240659
12,6,1,4,"true","false",512,4,1.39827584739161e-10,120,"RS",1.20022316692385
8,4,1,4,"true","true",128,2,1.52023444589454e-10,120,"RS",1.30490747195696
6,6,1,4,"true","false",1024,2,1.18717485534039e-10,120,"RS",1.0190226536681
8,4,2,2,"true","false",512,16,1.45618441172334e-10,120,"RS",1.249929525368
20,5,1,4,"true","true",256,2,1.49044654755019e-10,120,"RS",1.27933875048219
10,5,1,4,"true","false",512,4,1.4121794253326e-10,120,"RS",1.21215743324121
6,6,1,2,"true","false",1024,4,1.18746991977228e-10,120,"RS",1.01927592498616
3,3,1,2,"true","false",512,8,1.38049609302028e-10,120,"RS",1.18496174827138
4,4,1,4,"true","false",512,16,1.25718814598265e-10,120,"RS",1.07911921728834
4,4,1,2,"true","true",128,4,1.28897045181826e-10,120,"RS",1.10639985710867
12,6,1,4,"true","true",512,4,1.3724725336929e-10,120,"RS",1.17807465099091
6,6,1,4,"true","true",1024,4,1.18152943056837e-10,120,"RS",1.01417685045184
12,6,2,2,"true","true",512,2,1.38098601871446e-10,120,"RS",1.18538228057859
12,6,2,4,"true","true",256,2,1.35761365941573e-10,120,"RS",1.16532039711809
10,5,2,4,"true","true",512,1,1.49443694482041e-10,120,"RS",1.28276394534476
6,6,1,4,"true","true",512,2,1.20138723404379e-10,120,"RS",1.03122198201145
5,5,1,4,"true","true",1024,16,1.26535757573826e-10,120,"RS",1.08613152381679
6,6,1,2,"true","true",512,2,1.1836397813052e-10,120,"RS",1.01598828976791
4,4,1,4,"true","true",256,4,1.25460339973732e-10,120,"RS",1.07690057614535
10,5,2,4,"true","false",256,2,1.41321341327822e-10,120,"RS",1.21304496647649
6,6,1,2,"true","true",64,1,1.29288983838249e-10,120,"RS",1.10976409926682
6,6,1,4,"true","true",256,1,1.20016645514951e-10,120,"RS",1.0301741150163
3,3,1,4,"true","true",128,2,1.36538375119979e-10,120,"RS",1.1719899281593
12,6,2,4,"true","true",128,1,1.41963031329787e-10,120,"RS",1.21855297269557
5,5,1,4,"true","true",256,2,1.23576973332287e-10,120,"RS",1.06073452222194
5,5,1,2,"true","true",512,1,1.22127353136702e-10,120,"RS",1.04829157153215
6,6,1,2,"true","false",1024,32,1.30214124849928e-10,120,"RS",1.11770513376984
4,4,1,2,"true","true",1024,16,1.32280083828985e-10,120,"RS",1.13543848612091
6,6,1,2,"true","true",1024,1,1.25629960742448e-10,120,"RS",1.07835653189674
3,3,1,4,"true","false",128,1,1.37104351640103e-10,120,"RS",1.17684804061726
4,4,1,2,"true","false",1024,8,1.29741612786399e-10,120,"RS",1.11364928222699
6,6,1,2,"true","true",512,1,1.19115341444505e-10,120,"RS",1.02243768713041
5,5,1,4,"true","false",256,1,1.21422039933002e-10,120,"RS",1.04223744960337
10,5,1,4,"true","false",256,2,1.43163539303654e-10,120,"RS",1.22885764530363
6,6,1,4,"true","false",512,4,1.1888726151874e-10,120,"RS",1.02047994173043
6,6,1,2,"true","false",1024,2,1.20524986739671e-10,120,"RS",1.03453750951925
5,5,1,4,"true","false",256,8,1.28517800164082e-10,120,"RS",1.10314457198674
6,6,1,4,"true","true",128,1,1.1965589478547e-10,120,"RS",1.02707757734946
6,6,1,2,"true","false",512,1,1.19017365172127e-10,120,"RS",1.02159669862206
5,5,1,2,"true","false",512,8,1.1931257630123e-10,120,"RS",1.02413067099199
6,6,1,2,"true","true",256,2,1.1808319494789e-10,120,"RS",1.01357816102755
12,6,1,2,"true","true",64,1,1.39853846630625e-10,120,"RS",1.20044858832837
5,5,1,4,"true","true",1024,1,1.31190112887501e-10,120,"RS",1.1260826184809
6,6,1,2,"true","false",1024,4,1.18746991977228e-10,120,"RS",1.01927592498616
4,4,1,4,"true","false",512,4,1.27446189399586e-10,120,"RS",1.09394630064512
5,5,1,4,"true","true",128,4,1.22766141901421e-10,120,"RS",1.05377467470966
10,5,2,2,"true","false",256,4,1.43783212215381e-10,120,"RS",1.23417666576699
12,6,2,2,"true","true",256,2,1.36929473450724e-10,120,"RS",1.17534695730331
5,5,1,4,"true","false",1024,8,1.23934836150301e-10,120,"RS",1.06380627123028
10,5,1,2,"true","false",512,16,1.44841221031973e-10,120,"RS",1.24325818351509
6,6,1,2,"true","true",512,16,1.20561345004917e-10,120,"RS",1.03484959409354
12,6,2,4,"true","false",128,4,1.39155017527073e-10,120,"RS",1.19445012328037
10,5,1,4,"true","true",256,2,1.42645447818364e-10,120,"RS",1.22441055852607
6,6,1,4,"true","true",256,4,1.19017999801124e-10,120,"RS",1.02160214601948
6,6,1,4,"true","false",1024,16,1.22460968799545e-10,120,"RS",1.0511551928136
4,4,1,2,"true","false",256,4,1.28002284961198e-10,120,"RS",1.09871959897045
5,5,1,4,"true","false",256,2,1.22388925799567e-10,120,"RS",1.05053680497725
5,5,1,2,"true","false",1024,32,1.26608226818731e-10,120,"RS",1.08675357036638
6,6,1,4,"true","true",128,2,1.18746687810648e-10,120,"RS",1.01927331414384
12,6,1,2,"true","true",512,8,1.37483429796381e-10,120,"RS",1.18010189346817
6,6,1,2,"true","true",128,2,1.18080485105728e-10,120,"RS",1.01355490084361
6,6,1,2,"true","false",1024,16,1.19644084929894e-10,120,"RS",1.02697620634826
6,6,1,2,"true","false",128,2,1.17976523819686e-10,120,"RS",1.01266253941003
3,3,1,4,"true","false",128,2,1.36120252443834e-10,120,"RS",1.16840093301602
6,6,1,2,"true","false",64,2,1.27218289665402e-10,120,"RS",1.09199010193645
4,4,1,2,"true","true",128,1,1.2777883632919e-10,120,"RS",1.09680160671411
24,6,2,2,"true","true",128,2,1.45092534187502e-10,120,"RS",1.24541535351829
4,4,1,4,"true","false",256,1,1.26186033154576e-10,120,"RS",1.08312963151631
5,5,1,2,"true","false",256,2,1.2127767069891e-10,120,"RS",1.04099824276395
4,4,1,4,"true","false",256,8,1.32007686833327e-10,120,"RS",1.1331003410017
8,4,2,2,"true","false",1024,4,1.44707490966572e-10,120,"RS",1.24211029897637
5,5,1,4,"true","true",512,2,1.27230335651882e-10,120,"RS",1.09209349978938
4,4,1,2,"true","true",64,2,1.46770431176262e-10,120,"RS",1.25981773943791
5,5,1,2,"true","true",512,2,1.19786051216568e-10,120,"RS",1.02819478726351
5,5,1,4,"true","false",64,1,1.32394487055037e-10,120,"RS",1.13642047692433
6,6,1,4,"true","false",512,4,1.1888726151874e-10,120,"RS",1.02047994173043
4,4,1,4,"true","false",1024,16,1.2941581237827e-10,120,"RS",1.11085274391619
8,4,1,2,"true","false",64,2,1.48328077807435e-10,120,"RS",1.27318794515305
5,5,1,4,"true","false",256,8,1.28517800164082e-10,120,"RS",1.10314457198674
5,5,1,4,"true","false",64,1,1.32394487055037e-10,120,"RS",1.13642047692433
6,6,1,2,"true","true",256,4,1.20261541207892e-10,120,"RS",1.03227620012844
6,6,1,4,"true","true",256,2,1.19195652830312e-10,120,"RS",1.02312704743076
6,6,1,4,"true","false",64,1,1.26460519328544e-10,120,"RS",1.08548570929318
12,6,2,2,"true","false",512,8,1.40111758546198e-10,120,"RS",1.2026623994063
5,5,1,2,"true","true",512,2,1.19786051216568e-10,120,"RS",1.02819478726351
5,5,1,2,"true","true",128,2,1.1896345482486e-10,120,"RS",1.02113395410818
6,6,1,4,"true","true",128,4,1.20140567969366e-10,120,"RS",1.03123781500774
5,5,1,2,"true","true",256,8,1.19692044985099e-10,120,"RS",1.02738787597304
24,6,2,4,"true","true",64,2,1.4435038665024e-10,120,"RS",1.23904506063825
6,6,1,4,"true","true",1024,16,1.22014273387987e-10,120,"RS",1.04732094092038
6,6,1,2,"true","false",128,4,1.17732534790262e-10,120,"RS",1.01056823672908
8,4,2,4,"true","false",256,2,1.51149250758535e-10,120,"RS",1.29740374735063
5,5,1,2,"true","false",128,4,1.18634851028728e-10,120,"RS",1.01831335265395
12,6,2,2,"true","true",256,2,1.36929473450724e-10,120,"RS",1.17534695730331
4,4,1,2,"true","true",512,2,1.26998171643399e-10,120,"RS",1.09010069828296
5,5,1,4,"true","true",1024,32,1.27482458397912e-10,120,"RS",1.09425761898845
5,5,1,4,"true","false",1024,8,1.23934836150301e-10,120,"RS",1.06380627123028
5,5,1,2,"true","true",512,2,1.19786051216568e-10,120,"RS",1.02819478726351
12,6,1,4,"true","true",128,2,1.39009914687744e-10,120,"RS",1.19320461947171
4,4,1,4,"true","true",256,4,1.25460339973732e-10,120,"RS",1.07690057614535
3,3,1,4,"true","true",256,1,1.36263397941189e-10,120,"RS",1.16962963579657
6,6,1,4,"true","true",128,2,1.18746687810648e-10,120,"RS",1.01927331414384
4,4,1,4,"true","false",1024,32,1.32905198650076e-10,120,"RS",1.14080421772287
6,6,1,2,"true","false",512,2,1.20524589039226e-10,120,"RS",1.03453409582024
5,5,1,2,"true","true",256,8,1.19692044985099e-10,120,"RS",1.02738787597304
4,4,1,2,"true","false",128,2,1.27175815907958e-10,120,"RS",1.09162552446223
4,4,1,4,"true","true",128,2,1.2616196070333e-10,120,"RS",1.08292300337692
6,6,1,4,"true","false",512,16,1.21819487424608e-10,120,"RS",1.04564897736415
6,6,1,4,"true","false",512,8,1.18483530341257e-10,120,"RS",1.01701447736352
5,5,1,2,"true","false",128,1,1.20098079634856e-10,120,"RS",1.03087311240991
6,6,1,4,"true","false",512,16,1.21819487424608e-10,120,"RS",1.04564897736415
5,5,1,4,"true","false",256,1,1.21422039933002e-10,120,"RS",1.04223744960337
8,4,2,2,"true","true",128,2,1.46730476035287e-10,120,"RS",1.25947478074399
3,3,1,2,"true","true",1024,16,1.39528091700916e-10,120,"RS",1.19765244038584
4,4,1,4,"true","true",512,4,1.25569585107033e-10,120,"RS",1.07783829197665
5,5,1,2,"true","false",128,2,1.18427245214453e-10,120,"RS",1.01653134870712
4,4,1,2,"true","true",512,16,1.32628734769169e-10,120,"RS",1.13843116411331
5,5,1,2,"true","true",256,1,1.18611767942795e-10,120,"RS",1.01811521682436
3,3,1,4,"true","false",256,4,1.36817863070223e-10,120,"RS",1.17438893915119
5,5,1,2,"true","true",256,2,1.1931608789437e-10,120,"RS",1.02416081308052
4,4,1,4,"true","false",256,2,1.25602448835109e-10,120,"RS",1.07812038086391
10,5,2,4,"true","true",256,4,1.41563511285379e-10,120,"RS",1.21512365498374
4,4,1,2,"true","false",1024,8,1.29741612786399e-10,120,"RS",1.11364928222699
5,5,1,2,"true","false",128,1,1.20098079634856e-10,120,"RS",1.03087311240991
12,6,2,2,"true","true",256,1,1.40342357749494e-10,120,"RS",1.20464176926087
6,6,1,2,"true","false",1024,2,1.20524986739671e-10,120,"RS",1.03453750951925
4,4,1,2,"true","false",256,1,1.28928275881999e-10,120,"RS",1.10666792874801
5,5,1,4,"true","true",128,4,1.22766141901421e-10,120,"RS",1.05377467470966
4,4,1,2,"true","false",1024,8,1.29741612786399e-10,120,"RS",1.11364928222699
3,3,1,4,"true","false",512,16,1.37621340842642e-10,120,"RS",1.18128566584761
3,3,1,2,"true","false",1024,8,1.38077893481354e-10,120,"RS",1.18520452817312
5,5,1,4,"true","false",1024,32,1.28201182372607e-10,120,"RS",1.10042685352584
5,5,1,2,"true","true",128,1,1.22082511768545e-10,120,"RS",1.04790667144967
12,6,2,4,"true","true",64,2,1.37227036791841e-10,120,"RS",1.17790112010532
5,5,1,2,"true","false",1024,8,1.22360757184054e-10,120,"RS",1.05029501702832
12,6,1,2,"true","false",512,2,1.37433629960714e-10,120,"RS",1.17967443191552
6,6,1,4,"true","false",128,2,1.18718825467539e-10,120,"RS",1.01903415511276
4,4,1,2,"true","true",512,4,1.29084319981407e-10,120,"RS",1.1080073478871
5,5,1,4,"true","false",64,1,1.32394487055037e-10,120,"RS",1.13642047692433
6,6,1,4,"true","false",512,2,1.19525529098963e-10,120,"RS",1.02595857127201
10,5,2,2,"true","true",512,16,1.44850841309322e-10,120,"RS",1.24334076006655
4,4,1,4,"true","false",1024,2,1.28981619240584e-10,120,"RS",1.10712580646145
6,6,1,4,"true","true",128,2,1.18746687810648e-10,120,"RS",1.01927331414384
12,6,1,4,"true","false",512,4,1.39827584739161e-10,120,"RS",1.20022316692385
6,6,1,2,"true","false",256,1,1.18202032710546e-10,120,"RS",1.01459821609116
3,3,1,4,"true","false",512,2,1.35341152549115e-10,120,"RS",1.16171345611556
5,5,1,4,"true","false",128,1,1.21549064031158e-10,120,"RS",1.0433277728443
6,6,1,4,"true","false",1024,8,1.20545060937111e-10,120,"RS",1.0347098182727
12,6,1,4,"true","false",64,2,1.43200950993908e-10,120,"RS",1.22917877205011
6,6,1,2,"true","true",128,2,1.18080485105728e-10,120,"RS",1.01355490084361
5,5,1,4,"true","true",1024,8,1.22673693643043e-10,120,"RS",1.05298113642711
4,4,1,4,"true","true",128,1,1.26537074253064e-10,120,"RS",1.08614282565632
5,5,1,4,"true","true",128,4,1.22766141901421e-10,120,"RS",1.05377467470966
5,5,1,4,"true","false",512,2,1.22636208874517e-10,120,"RS",1.05265938240643
6,6,1,2,"true","true",512,1,1.19115341444505e-10,120,"RS",1.02243768713041
4,4,1,4,"true","false",512,2,1.25669123061854e-10,120,"RS",1.07869268533249
6,6,1,2,"true","false",512,16,1.20895909716785e-10,120,"RS",1.03772136162616
12,6,1,4,"true","true",256,4,1.38895142986645e-10,120,"RS",1.19221946582821
6,6,1,2,"true","false",128,4,1.17732534790262e-10,120,"RS",1.01056823672908
5,5,1,4,"true","false",512,2,1.22636208874517e-10,120,"RS",1.05265938240643
5,5,1,2,"true","true",256,4,1.17379768662026e-10,120,"RS",1.0075402356347
24,6,2,4,"true","true",256,4,1.44647059124767e-10,120,"RS",1.24159157660346
4,4,1,4,"true","false",512,16,1.25718814598265e-10,120,"RS",1.07911921728834
5,5,1,2,"true","true",128,2,1.1896345482486e-10,120,"RS",1.02113395410818
